word,business,entertainment,politics,sport,tech
more than 90%_PERCENT,1,0,0,0,0
"55,000_CARDINAL",1,1,0,0,0
18-month_DATE,1,0,1,3,2
SAP_ORG,1,0,0,0,0
the next 10 days_DATE,1,0,0,0,0
the last 18 months_DATE,1,1,0,0,8
Oracle_PERSON,4,0,0,0,0
Larry Ellison_PERSON,1,0,0,0,0
Ellison_PERSON,1,0,0,0,0
David Ogden_PERSON,1,0,0,0,0
Anil Aggarwal_PERSON,1,0,0,0,0
Peoplesoft_PERSON,1,0,0,0,0
15 cents_MONEY,1,0,0,0,0
after-hours_TIME,3,0,0,0,0
Choking_PERSON,1,0,0,0,0
two and a half million_DATE,1,0,0,0,0
Wang Yan_PERSON,1,0,0,0,0
the Beijing Municipal Commission for Development and Reform_ORG,1,0,0,0,0
Wang_PERSON,2,0,0,0,0
up to 250%_PERCENT,1,0,0,0,0
Wang_ORG,2,0,0,0,0
hourly_TIME,1,0,0,0,0
up to 400 yuan_MONEY,1,0,0,0,0
the 2008 Olympic Games_EVENT,1,0,0,0,0
Buick_ORG,1,0,0,0,0
Opel_ORG,1,0,0,0,0
19 January_DATE,1,0,0,0,0
6.0-$6.5_MONEY,1,0,0,0,0
next year's_DATE,1,2,2,3,0
between $4.0-$5.0_MONEY,1,0,0,0,0
Rick Waggoner_PERSON,1,0,0,0,0
General Motors Acceptance Corp_ORG,1,0,0,0,0
GMAC_ORG,2,0,0,0,0
early January_DATE,1,0,0,0,2
Beige Book_WORK_OF_ART,1,0,0,0,0
Cleveland_GPE,1,1,0,0,0
December than November_DATE,1,0,0,0,0
the Beige Book_WORK_OF_ART,1,0,0,0,0
New York City_GPE,1,3,0,1,0
eBay_ORG,6,0,0,0,18
9.8%_PERCENT,1,0,1,0,0
205.4_MONEY,1,0,0,0,0
110_MONEY,1,0,0,0,0
October to December_DATE,1,0,0,0,1
142_MONEY,1,0,0,0,0
EBay_ORG,4,0,0,0,0
92.9_MONEY,1,0,0,0,0
935.8_MONEY,1,0,0,0,0
648.4_MONEY,1,0,0,0,0
PayPal_PRODUCT,1,0,0,0,0
33 cents_MONEY,1,0,0,0,0
the 2005 year_DATE,1,0,0,0,0
Janco Partners_ORG,1,0,0,0,0
Martin Pyykkonen_PERSON,1,0,0,0,0
778.2_MONEY,1,0,0,0,0
3.27bn_MONEY,1,0,0,0,0
Meg Whitman_PERSON,1,0,0,0,0
$4.2bn to $4.35bn_MONEY,1,0,0,0,0
1.48_MONEY,1,0,0,0,0
1.52_MONEY,1,0,0,0,0
4.37bn_MONEY,1,0,0,0,0
1.62_MONEY,1,0,0,0,0
July 2002_DATE,1,0,0,0,0
Mississippi_GPE,1,0,0,0,0
late 1990s_DATE,1,0,0,0,0
Tyco International_ORG,1,0,0,0,0
Dennis Kozlowski_PERSON,1,0,0,0,0
Southwest_LOC,4,0,0,0,0
American Airlines'_ORG,1,0,0,0,0
AMR_ORG,6,0,0,0,0
387_MONEY,1,0,0,0,0
206_MONEY,1,0,0,0,0
111_MONEY,2,0,1,0,0
the same period a year earlier_DATE,1,0,0,0,0
Southwest Airlines_ORG,1,0,0,0,0
fourth-quarter 2004_DATE,1,0,0,0,0
56_MONEY,1,0,2,0,0
66_MONEY,2,0,0,0,0
Gerard Arpey_PERSON,1,0,0,0,0
761_MONEY,1,0,0,0,0
54_CARDINAL,1,0,0,2,0
65 cents_MONEY,1,0,0,0,0
14.35_MONEY,1,0,0,0,0
fall 37%_PERCENT,1,0,0,0,0
481.5_MONEY,1,0,0,0,0
the fourth quarter of 2003_DATE,1,0,0,0,0
51.2bn_MONEY,1,0,0,0,0
48.8bn_MONEY,1,0,0,0,0
General Motors Europe_ORG,1,0,0,0,0
345_MONEY,1,0,0,0,0
569_MONEY,1,0,0,0,0
838_MONEY,1,0,0,0,0
193bn_PERSON,1,0,0,0,0
Alitalia_GPE,7,0,0,0,0
495_MONEY,1,0,0,0,0
275_MONEY,1,0,0,0,0
up to 18 months_DATE,1,0,0,0,0
Transport_ORG,1,0,1,0,0
Mr Barot_PERSON,1,0,0,0,0
Iberia_GPE,1,0,0,0,0
330_CARDINAL,1,0,0,0,0
AZ Fly_ORG,1,0,0,0,0
AZ Services_ORG,1,0,0,0,0
5.19bn_MONEY,1,0,0,0,0
18.6bn_MONEY,1,0,0,0,0
between 2005 and 2007_DATE,1,0,0,0,0
6-7%_PERCENT,1,0,0,0,0
30 years_DATE,1,1,3,0,0
Ali Babacan_PERSON,1,0,0,0,0
Rodrigo de Rato_ORG,1,0,0,0,0
3.7_MONEY,1,0,0,0,0
184_CARDINAL,1,0,0,1,0
"the Savoy

London's_ORG",1,0,0,0,0
Savoy_ORG,4,0,0,0,0
Prince Alwaleed bin Talal_PERSON,1,0,0,0,0
HBOS bank_ORG,1,0,0,0,0
Simpson_ORG,2,6,0,0,0
Strand_GPE,2,0,0,0,0
Quinlan Private - bought_PERSON,1,0,0,0,0
Berkeley_ORG,1,0,0,0,0
Claridge_ORG,1,0,0,0,0
Connaught_ORG,1,0,0,0,0
750_MONEY,2,0,1,0,2
Alwaleed_PERSON,1,0,0,0,0
George V_PERSON,1,0,0,0,0
Fairmont Hotels & Resorts_ORG,1,0,0,0,0
Four Seasons_ORG,1,0,0,0,0
Fairmont_ORG,2,0,0,0,0
the River Thames_LOC,1,0,0,0,0
summer 2006_DATE,1,1,0,0,1
Sri Lanka's_GPE,3,0,0,0,0
Kumaratunga_PERSON,2,0,0,0,0
at least one million_CARDINAL,1,0,0,0,0
Hambantota_GPE,1,0,0,0,0
Hindu_NORP,1,0,1,0,0
Mahinda Rajapakse_PERSON,1,0,0,0,0
Mrs Kumaratunga_PERSON,1,0,0,0,0
Erik Solheim_PERSON,1,0,0,0,0
the Tamil Tigers_ORG,1,0,0,0,0
the north east_LOC,1,0,0,0,0
Sri Lankan_GPE,1,0,0,0,2
$1.3 to $_MONEY,1,0,0,0,0
more than two months_DATE,1,0,0,0,0
The State Environmental Protection Agency_ORG,1,0,0,0,0
Yangtze River_LOC,1,0,0,0,0
SEPA_ORG,1,0,0,0,0
Pan Yue_PERSON,1,0,0,0,0
Fujian_GPE,1,0,0,0,0
the Xiluodi Dam_LOC,1,0,0,0,0
"4,200_CARDINAL",1,0,0,0,0
the Upper Yangtze_LOC,1,0,0,0,0
Nu River_LOC,1,0,0,0,0
United Nations_ORG,1,0,2,0,0
the Three Parallel Rivers_ORG,1,0,0,0,0
Mekong_PERSON,1,0,0,0,0
China Review_ORG,1,0,0,0,0
Nigerian_NORP,4,1,0,1,4
United Bank of Africa_ORG,1,0,0,0,0
Standard Trust Bank_ORG,1,0,0,0,0
West Africa_GPE,1,0,0,0,0
Standard Trust's_ORG,1,0,0,0,0
United Bank_ORG,3,0,0,0,0
Standard Trust_ORG,4,0,0,0,0
Global Depository Receipts_ORG,1,0,0,0,0
32.8%_PERCENT,1,0,0,0,0
Banca Nazionale del Lavoro_ORG,1,0,0,0,0
Monte del Paschi di Siena_PERSON,1,0,0,0,0
between 10% to 15%_PERCENT,1,0,0,0,0
November and now_DATE,1,0,0,0,0
Brett Godfrey_PERSON,1,0,0,0,0
Jetstar_PERSON,1,0,0,0,0
approximately 2.5%_PERCENT,1,0,0,0,0
first quarter_DATE,1,0,0,0,0
"November, first half_DATE",1,0,0,0,0
roughly one third_CARDINAL,1,0,0,0,0
Jetstar_ORG,1,0,0,0,0
Virgin Blue's_ORG,1,0,0,0,0
Patrick Corporation_PERSON,1,0,0,0,0
Virgin Blue -_PERSON,1,0,0,0,0
Vivendi_PERSON,4,0,0,0,2
Vivendi_ORG,6,0,0,0,0
Jean-Rene Fourtou_PERSON,1,0,0,0,0
Jean-Bernard Levy_PERSON,1,0,0,0,0
Marvin Davis_PERSON,1,0,0,0,0
Davis_PERSON,1,21,8,0,0
British Telecom's_ORG,1,0,0,0,0
Cegetel_ORG,2,0,0,0,0
Jean-Marie Messier_PERSON,1,0,0,0,0
1_CARDINAL,1,0,1,32,0
1.3_MONEY,1,1,0,0,0
"690,000_MONEY",1,0,0,0,0
15-month_DATE,1,0,0,0,0
National Company for Cooperative Insurance_ORG,1,0,0,0,0
their first day_DATE,1,0,0,0,0
372 riyals_MONEY,1,0,0,0,0
99_MONEY,1,0,0,0,9
NCCI_GPE,3,0,0,0,0
7 million_CARDINAL,1,0,0,0,0
9_CARDINAL,1,0,0,7,1
205 riyals_MONEY,1,0,0,0,0
Citizens Bank_ORG,2,0,0,0,0
Canal Bank_ORG,2,0,0,0,0
Bank One_ORG,1,0,0,0,0
"About 13,000_CARDINAL",1,0,0,0,0
between 1831 and 1865_DATE,1,0,0,0,0
Citizens and Canal_ORG,1,0,0,0,0
"about 1,250_CARDINAL",1,0,0,0,0
William Harrison_PERSON,1,0,0,0,0
James Dimon_PERSON,1,0,0,0,0
African-American_NORP,1,2,0,0,0
Louisiana_GPE,1,0,0,0,0
Cairo_GPE,2,0,0,1,0
Hosni Mubarak_PERSON,1,0,0,0,0
170.8bn_MONEY,1,0,0,0,0
793_MONEY,1,0,0,0,0
Fourth quarter_DATE,1,0,0,0,0
44.7bn_MONEY,1,0,0,0,0
45.9bn_MONEY,1,0,0,0,0
470_MONEY,1,0,0,0,0
the year-ago_DATE,1,0,0,0,0
General Motor's_ORG,1,0,0,0,0
Fusion_ORG,1,0,0,0,0
Zephyr_GPE,1,0,0,0,0
the International Motor Show_EVENT,1,0,0,0,0
the Escape Hybrid_PRODUCT,1,0,0,0,0
Bill Ford_PERSON,1,0,0,0,0
first quarter 2005_DATE,1,0,0,0,0
26 January_DATE,1,0,0,0,0
Visteon_ORG,1,0,0,0,0
Five Hundred_CARDINAL,1,0,0,0,0
Mercury_ORG,1,2,0,0,0
Ford Freestyle_ORG,1,0,0,0,0
the Land Rover LR3/Discovery_ORG,1,0,0,0,0
Volvo_ORG,1,1,0,0,0
S40_PRODUCT,1,0,0,0,0
V50_PRODUCT,1,0,0,0,0
"6,798,000_CARDINAL",1,0,0,0,0
"62,000_CARDINAL",1,0,0,0,0
Fourth-quarter_DATE,1,0,0,0,0
"1,751,000_CARDINAL",1,0,0,0,0
"133,000_CARDINAL",1,0,0,0,0
697_MONEY,1,0,0,0,0
153_MONEY,1,0,1,0,0
Wipro_GPE,1,0,0,0,0
Fortune 500_LAW,1,0,0,0,0
Wipro_ORG,1,0,0,0,0
Apurva Shah_PERSON,1,0,0,0,0
ASK_ORG,1,0,0,0,0
Raymond James_PERSON,1,0,0,0,0
Third-quarter_DATE,1,0,0,0,0
20.9bn_CARDINAL,1,0,0,0,0
Wipro_PERSON,1,0,0,0,0
90%_PERCENT,1,1,3,0,13
Vivek Paul_PERSON,1,0,0,0,0
Azim Premji_ORG,1,0,0,0,0
the worst Christmas since_DATE,1,0,0,0,0
annual 2004_DATE,1,0,0,0,0
23 years_DATE,1,1,0,0,0
November-December_DATE,1,0,0,0,0
Woolworths_PERSON,1,0,0,0,0
"Fraser,_ORG",1,0,0,0,0
Big Food_ORG,1,0,0,0,0
Retail Consortium_ORG,1,0,0,0,0
HMV_ORG,1,5,0,0,0
Monsoon_GPE,1,0,0,0,0
Jessops_GPE,1,0,0,0,2
last night_TIME,1,0,0,1,0
Easter_PERSON,1,0,1,0,0
Shaw_PERSON,1,0,0,3,0
the World Economic Forum_ORG,3,0,0,0,0
Harvard_ORG,1,1,0,0,4
Kate Taylor_PERSON,1,0,0,0,0
WEF_ORG,7,0,0,0,0
"Nearly 9,000_CARDINAL",1,0,0,0,0
104_CARDINAL,1,0,0,0,0
Business and HIV/AIDS:_ORG,1,0,0,0,0
Taylor_PERSON,1,4,4,10,0
Davos_GPE,10,0,0,0,0
71%_PERCENT,1,0,0,0,1
over 65%_PERCENT,1,0,0,0,0
Anglo-American_NORP,2,0,0,0,0
"130,000_CARDINAL",1,1,0,0,0
Southern African_NORP,1,0,0,1,0
Over 90%_PERCENT,1,0,0,0,0
"2,200_CARDINAL",1,0,0,0,0
Brian Brink_PERSON,1,0,0,0,0
10-19%_PERCENT,1,0,0,0,0
only around 7%_PERCENT,1,0,0,0,0
David Bloom_PERSON,1,0,0,0,0
the Harvard School of Public Health_ORG,1,0,0,0,0
EuroDisney_ORG,5,0,0,0,0
Mickey Mouse_PERSON,1,0,0,0,0
253_CARDINAL,1,0,0,0,0
175_MONEY,1,0,0,0,0
some 12.4 million_CARDINAL,1,0,0,0,0
Walt Disney Studios_ORG,1,0,0,0,0
22 euro cents_MONEY,1,0,0,0,0
9 euros cents_MONEY,1,0,0,0,0
The US Disney Corporation_ORG,1,0,0,0,0
Saudi Arabian_NORP,1,0,0,0,0
Al-Walid bin Talal_PERSON,1,0,0,0,0
Euro_PERSON,1,0,1,6,1
775_MONEY,1,0,0,0,0
Datamonitor_PERSON,4,0,0,0,0
nearly a third_CARDINAL,1,0,0,0,1
Nearly three_CARDINAL,1,0,0,0,0
Holcim_PERSON,7,0,0,0,0
429_MONEY,1,0,0,0,0
Associated Cement Companies (ACC_ORG,1,0,0,0,0
Ambuja Cement Eastern_ORG,1,0,0,0,0
Ambuja Cement India Ltd_ORG,1,0,0,0,0
ACC_ORG,3,0,0,0,0
Aggregate Industries_ORG,1,0,0,0,0
Aggregates_ORG,1,0,0,0,0
Peter Tom_PERSON,1,0,0,0,0
Aggregate_ORG,1,0,0,0,0
138p_PRODUCT,1,0,0,0,0
Markfield_PERSON,1,0,0,0,0
142_CARDINAL,1,0,0,0,0
164_CARDINAL,1,0,0,1,0
32_CARDINAL,1,0,2,6,0
18.2 million tonnes_QUANTITY,1,0,0,0,0
KK Mittal_ORG,1,0,0,0,0
Escorts Mutual Fund_ORG,1,0,0,0,0
Reliance Group_ORG,4,0,0,0,0
India Petrochemicals Limited_ORG,1,0,0,0,0
IPCL_GPE,2,0,0,0,0
Anand Jain_FAC,1,0,0,0,0
Ambani_PERSON,3,0,0,0,0
Anand Jain_ORG,1,0,0,0,0
Anil_LOC,1,0,0,0,0
9.1bn_MONEY,1,0,0,0,0
745bn Indian_ORG,1,0,0,0,0
Dhiru Bhai Ambani_ORG,1,0,0,0,0
"More than 2,000_CARDINAL",1,0,0,0,0
World Economic Forum_EVENT,1,0,0,0,0
Thabo Mbeki_GPE,2,0,1,0,0
more than 20_CARDINAL,2,0,1,0,0
Porto Alegre_PERSON,4,0,0,0,0
World Social Forum_ORG,1,0,0,0,0
more than a fifth_CARDINAL,2,0,0,0,0
just days_DATE,1,0,1,0,0
Manuel Barosso_PERSON,1,0,0,0,0
Blair_PERSON,6,1,312,1,0
Jacques Chirac_PERSON,3,0,5,0,0
the last minute_TIME,2,1,1,3,0
two hours_TIME,1,2,2,1,0
Mahmoud Abbas_PERSON,2,0,3,0,0
at least one_CARDINAL,1,0,3,1,4
Shimon Peres_PERSON,1,0,0,0,0
Yassir Arafat_PERSON,1,0,0,0,0
Peres_PERSON,1,0,0,0,0
Bill Gates_PERSON,1,0,0,0,12
Aids_PRODUCT,1,0,0,0,0
Malaria_ORG,1,0,0,0,0
Linux_GPE,2,0,0,0,10
Gates_PERSON,1,0,0,0,3
Lula da Silva_PERSON,1,0,0,0,0
368bn_MONEY,2,0,0,0,0
197bn_PERSON,1,0,0,0,0
100bn_MONEY,1,0,1,0,0
Past Congressional Budget Office_ORG,1,0,0,0,0
CBO_ORG,3,0,0,0,0
348bn_MONEY,1,0,0,0,0
the 2005 fiscal year_DATE,1,0,0,0,0
the 12 months to 30 September 2004_DATE,1,0,0,0,0
the previous fiscal year_DATE,1,0,0,0,0
855bn_MONEY,1,0,0,0,0
the years from 2006 to 2015_DATE,1,0,0,0,0
$2-$3.8 trillion_MONEY,1,0,0,0,0
11bn_DATE,1,0,0,0,0
7.6bn_MONEY,1,0,0,0,0
2 August_DATE,2,0,0,0,0
BaFin_ORG,6,0,0,0,0
Securities Trading Act_ORG,1,0,0,0,0
The Brazilian Institute for Geography and Statistics_ORG,1,0,0,0,0
IBGE_ORG,3,0,0,0,0
10.6%_PERCENT,1,0,0,0,0
10.9%_PERCENT,1,0,0,0,0
895.4 reais_MONEY,1,0,0,0,0
332_MONEY,1,0,0,0,0
179.3_MONEY,1,0,0,0,0
the next months_DATE,1,0,0,0,0
holiday season_DATE,1,0,0,0,0
Julio Hegedus_WORK_OF_ART,1,0,0,0,0
Lopes Filho & Associates_ORG,1,0,0,0,0
Rio de Janeir_GPE,1,0,0,0,0
Sao Paolo_GPE,1,0,0,0,0
Rio de Janeiro_GPE,1,0,0,1,0
Belo Horizonte_PERSON,1,0,0,0,0
"Recife, Salvador_GPE",1,0,0,0,0
Economics_ORG,1,0,0,0,0
about $48bn_MONEY,1,0,0,0,0
Bisnis_ORG,1,0,0,0,0
Aceh province_GPE,1,0,1,0,0
Mahendra Siregar_PERSON,1,0,0,0,0
AFP news agency_ORG,1,0,0,0,0
Alwi Shihab_PERSON,1,0,0,0,0
Deloitte & Touche_ORG,1,0,0,0,0
Grant Thornton - now_PERSON,1,0,0,0,0
Consob_ORG,1,0,0,0,0
Bank of American_ORG,1,0,0,0,0
Citizens_ORG,1,0,0,0,0
BBC World Service_ORG,1,1,0,0,8
"Almost 23,000_CARDINAL",1,0,0,0,0
47%_PERCENT,1,0,1,0,3
"22,953_CARDINAL",1,0,0,0,0
GlobeScan_ORG,1,0,0,0,0
the Program on International Policy Attitudes (Pipa_ORG,1,0,0,0,0
the University of Maryland_ORG,1,0,0,0,0
just a few years ago_DATE,1,0,0,0,1
Pipa_ORG,1,0,0,0,0
Steven Kull_PERSON,1,0,0,0,0
Elizabeth Blunt_PERSON,1,0,0,0,0
Louisa Lim_PERSON,1,0,0,0,0
David Willey_PERSON,1,0,0,0,0
15 November 2004 to_DATE,1,0,0,0,0
between 15 November 2004_DATE,1,0,0,0,0
5 January 2005_DATE,1,0,0,0,0
between 2.5 and 4_CARDINAL,1,0,0,0,0
Tacit_ORG,1,0,0,0,0
1.3040_CARDINAL,1,0,0,0,0
102.975_CARDINAL,1,0,0,0,0
0730_CARDINAL,1,0,0,0,0
Jeffrey Royer_PERSON,1,0,0,0,0
41_DATE,1,0,1,0,0
fed_ORG,1,0,0,1,1
Anthony Elgindy_PERSON,1,0,0,0,0
36_DATE,1,1,4,1,0
Elgindy_PERSON,7,0,0,0,0
Royer and Elgindy_ORG,1,0,0,0,0
Roslynn Mauskopf_PERSON,1,0,0,0,0
Royer_PERSON,2,0,0,0,0
Ms Mauskopf_PERSON,1,0,0,0,0
up to $120m_MONEY,1,0,0,0,0
64_MONEY,1,0,0,0,0
Harbin_GPE,1,0,0,0,0
the South China Morning Post_LOC,1,0,0,0,0
at least $190bn_MONEY,1,0,0,0,0
Wang Xuebing_PERSON,1,0,0,0,0
Wen Jiabao_PERSON,1,0,0,0,0
China Life_ORG,1,0,0,0,0
China Aviation_ORG,1,0,0,0,0
117_MONEY,1,0,0,0,0
648_MONEY,1,0,0,0,0
Barings Bank_ORG,1,0,0,0,0
Chen Jiulin_PERSON,1,0,0,0,0
China Aviation Oil (CAO_ORG,1,0,0,0,0
Changi Airport_FAC,1,0,0,0,0
CAO_ORG,3,0,0,0,0
late-November_DATE,1,0,0,0,0
Barclay's Capital_ORG,1,0,0,0,0
Sumitomo Mitsui_ORG,1,0,0,0,0
SK Energy_ORG,1,0,0,0,0
China Aviation Oil Holding Company_ORG,1,0,0,0,0
75% to 60%_PERCENT,1,0,0,0,0
20 October_DATE,1,0,0,0,0
"Eurotunnel

Channel Tunnel_ORG",1,0,0,0,0
Eurotunnel_ORG,3,0,0,0,0
789_CARDINAL,1,0,0,0,0
1.03bn_MONEY,1,0,0,0,0
548_MONEY,1,0,0,0,0
Jean-Louis Raymond_PERSON,1,0,0,0,0
Eurostar_ORG,1,0,0,0,0
more than 6bn_CARDINAL,1,0,0,0,0
200-plus_CARDINAL,1,0,0,0,0
Jeff Randall_PERSON,1,0,0,0,0
Suez_ORG,5,0,0,0,0
Aguas Argentinas_PERSON,7,0,0,0,0
72.3_MONEY,1,0,0,0,0
Julio De Vido_PERSON,1,0,0,0,0
Clarin_ORG,1,0,0,0,0
Aguas Argentinas_PRODUCT,1,0,0,0,0
the coming weeks_DATE,1,0,1,2,0
Aguas Argentinas_ORG,1,0,0,0,0
39.9%_PERCENT,1,0,0,0,0
Aguas de Barcelona_ORG,1,0,0,0,0
25.01%_PERCENT,1,0,0,0,0
El Alto_GPE,1,0,0,0,0
Buenos Aires_FAC,1,0,0,0,0
242_CARDINAL,1,0,0,0,0
a weekend_DATE,1,3,0,0,0
El Watan_ORG,2,0,0,0,0
200 dinars_QUANTITY,1,0,0,0,0
2.77_MONEY,1,0,0,0,0
170 dinars_QUANTITY,1,0,0,0,0
Bouira_PERSON,1,0,0,0,0
about 100 kilometres_QUANTITY,1,0,0,0,0
60 miles_QUANTITY,1,0,0,0,0
Algiers_LOC,1,0,0,0,0
Sidi Ammar_PERSON,1,0,0,0,0
Maghnia_GPE,1,0,0,0,0
Morocco_GPE,1,2,0,1,0
Maruti_PRODUCT,3,0,0,0,0
Maruti_GPE,2,0,0,0,0
2.39bn_CARDINAL,1,0,0,0,0
54.98_MONEY,1,0,0,0,0
29.32_MONEY,1,0,0,0,0
1.41bn_CARDINAL,1,0,0,0,0
30.1bn_CARDINAL,1,0,0,0,0
the same 2004 period_DATE,1,0,0,0,0
the fiscal third quarter_DATE,1,0,0,0,0
17.8%_PERCENT,1,0,0,0,0
136.069_CARDINAL,1,0,0,0,0
Mahindra_ORG,1,0,0,0,0
1.33bn_CARDINAL,1,0,0,0,0
874.2_CARDINAL,1,0,0,0,0
the first day_DATE,1,3,2,0,1
Earlier in the day_TIME,1,0,0,1,0
The World Health Organisation (WHO_ORG,1,0,0,0,0
"700,000_CARDINAL",1,0,1,0,0
"440,000_CARDINAL",1,0,0,0,0
six months earlier_DATE,1,0,0,0,0
only 12%_PERCENT,1,0,0,0,1
5.8 million_CARDINAL,1,0,0,0,0
WHO_ORG,1,0,0,0,0
G8_PERSON,1,0,6,0,0
five-day_DATE,1,0,0,0,0
Ivory Coast_LOC,1,0,4,0,0
U2_ORG,1,24,0,0,0
Bono_PERSON,1,11,0,0,0
Angelina Jolie_PERSON,1,1,0,0,0
"about 100,000_CARDINAL",1,0,3,0,1
the World Social Forum - the_ORG,1,0,0,0,0
20.1%_PERCENT,1,0,0,0,0
18.6%_PERCENT,1,0,0,0,0
20.5%_PERCENT,1,0,0,0,0
19.2%_PERCENT,1,0,0,0,0
"22,201bn yen_MONEY",1,0,0,0,0
214.6bn;£114.5bn_MONEY,1,0,0,0,0
1947_DATE,1,2,2,0,0
"20,479.5bn yen_MONEY",1,0,0,0,0
13-month_DATE,1,0,0,0,0
BSE_ORG,1,0,2,0,0
17.9%_PERCENT,1,0,0,0,0
12.011 trillion yen_MONEY,1,0,0,0,0
6.962 trillion yen_MONEY,1,0,0,0,0
1.14 trillion yen_MONEY,1,0,0,0,0
Emilio Botin_PERSON,1,0,0,0,0
Santander Central Hispano_PERSON,1,0,0,0,0
Botin_PERSON,2,0,0,0,0
160_CARDINAL,1,0,1,0,2
208_MONEY,1,0,0,0,0
Santander_PRODUCT,2,0,0,0,0
Jose Maria Amusategui_PERSON,1,0,0,0,0
Angel Corcostegui_PERSON,1,0,0,0,0
Mr Botin_PERSON,4,0,0,0,0
Banco Central Hispano_ORG,1,0,0,0,0
High Court_ORG,1,0,0,0,0
Santander_PERSON,3,0,0,0,0
up to six years_DATE,1,0,0,0,0
Corcostegui_ORG,1,0,0,0,0
Santander_ORG,1,0,0,0,0
Abbey National_PERSON,1,0,0,0,0
an estimated 3.1%_PERCENT,1,0,0,0,0
the last quarter of the year_DATE,1,0,0,0,0
the best year since 2000_DATE,1,0,0,0,0
50th_ORDINAL,1,6,0,7,0
Paul Boateng_PERSON,1,0,5,0,0
nearly three-quarters_CARDINAL,1,0,0,0,0
1.0%_PERCENT,1,0,0,0,0
the Christmas holiday period_DATE,1,0,0,0,0
RBS Financial Markets_ORG,1,0,0,0,0
Simon Rubinsohn_PERSON,1,0,0,0,0
Gerrard_GPE,1,0,0,5,0
Mr Rubinsohn_PERSON,1,0,0,0,0
The Bank of England's_ORG,1,0,0,0,0
HealthSouth_ORG,4,0,0,0,0
Richard Scrushy_PERSON,2,0,0,0,0
52_DATE,1,0,0,1,0
Alabama_GPE,1,0,0,0,1
about $200_MONEY,1,0,0,0,0
between 1996 and 2002_DATE,1,0,0,0,0
Scrushy_PERSON,3,0,0,0,0
Alice Martin_PERSON,1,0,0,0,0
"about 1,400_CARDINAL",1,0,0,0,0
"1,300_CARDINAL",1,0,0,0,0
Western Europe_LOC,1,1,0,0,2
IFRS_ORG,1,0,0,0,0
about 28%_PERCENT,1,0,0,0,0
another 11%_PERCENT,1,0,0,0,0
just 54%_PERCENT,1,0,0,0,0
PwC_ORG,2,0,0,0,0
Samuel DiPiazza_PERSON,1,0,0,0,0
Frank Brown_PERSON,1,0,0,0,0
DiPiazza_PERSON,1,0,0,0,0
"1,324_CARDINAL",1,0,0,0,1
The Falic Group_ORG,1,0,0,0,0
Falic_ORG,1,0,0,0,0
Tate Britain_GPE,0,2,0,0,1
Richard Wentworth_PERSON,0,1,0,0,0
the 17th year_DATE,0,1,0,0,0
Tracey Emin_ORG,0,1,0,0,0
ArtWorks_ORG,0,1,0,0,0
Henry Moore_PERSON,0,1,0,0,0
the late 1960s_DATE,0,2,0,0,0
the last two decades_DATE,0,1,0,0,0
Jarre_PERSON,0,2,0,0,0
Jean-Michel Jarre_PERSON,0,1,0,0,0
Copenhagen_ORG,0,1,0,0,1
Hans Christian Andersen_PERSON,0,1,0,0,0
Parken_LOC,0,1,0,0,0
2 April_DATE,0,1,0,0,0
Christian Andersen's_PERSON,0,1,0,0,0
year-long_DATE,0,1,2,0,0
New Clothes_ORG,0,1,0,0,0
Crown Prince Frederik_PERSON,0,1,0,0,0
Crown_ORG,0,1,2,1,0
Harold Bloom_PERSON,0,1,0,0,0
Frederik_PERSON,0,1,0,0,0
the Hans Christian Andersen Award_ORG,0,1,0,0,0
this spring_DATE,0,1,0,0,1
Anderson_PERSON,0,1,0,5,0
Odense_ORG,0,1,0,0,0
the Hans Christian Anderson School_ORG,0,1,0,0,0
Queen Mary_PERSON,0,1,0,0,0
The Ugly Duckling_WORK_OF_ART,0,1,0,0,0
Helena Christensen_ORG,0,1,0,0,0
a Hans Christian Andersen_PERSON,0,1,0,0,0
Harvey Keitel_PERSON,0,1,0,0,0
Roger Moore_PERSON,0,1,0,0,0
Cathy Freeman_PERSON,0,1,0,0,0
Pele_PERSON,0,1,0,0,0
Capra_NORP,0,2,0,0,0
Jerry Springer - The_PERSON,0,2,0,0,0
Frank Capra's_PERSON,0,2,0,0,0
1946_DATE,0,2,1,0,0
James Stewart_PERSON,0,2,0,0,0
7_MONEY,0,3,1,1,0
Jon Thoday_PERSON,0,2,0,0,0
Steve Brown_PERSON,0,2,0,0,0
Thoday_PERSON,0,4,0,0,0
The Greatest Gift_WORK_OF_ART,0,2,0,0,0
Philip van Doren Stern_PERSON,0,2,0,0,0
Van Doren Stern's_PERSON,0,2,0,0,0
Paramount_ORG,0,5,0,0,6
Richard_PERSON,0,7,0,0,0
Judy_PERSON,0,3,0,0,0
Andrew Taylor's_PERSON,0,1,0,0,0
Robbie Williams'_PERSON,0,3,0,0,0
Alice Sebold's_PERSON,0,1,0,0,0
The Lovely Bones_ORG,0,1,0,0,0
over one million_CARDINAL,0,1,0,0,0
Joseph O'Connor's Star_PERSON,0,1,0,0,0
Sea_LOC,0,3,0,0,0
350%_PERCENT,0,1,0,0,0
Richard Madeley_PERSON,0,1,0,0,0
Judy Finnigan's_PERSON,0,1,0,0,0
Channel 4_ORG,0,16,1,0,0
the British Book Awards_ORG,0,1,0,0,0
David Mitchell's_PERSON,0,1,0,0,0
